name,content,rater_id,natural_rating,abstract_rating,condition,sentence_source,stimuli_type,gender,age,model_batch,im_r,im_i,choices_r,choices_i,targets_r,targets_i
de25,The team knew that the temple was a key to understanding the loss of the past city and its population convictions.,162,2.0,2.0,n,book,backtranslated,Female,68.0,batch5,im25,im40,"the light,the big circle,the woman holding a note","the couch,the pictures,the little girl",the woman holding a note,the little girl
de25,The team knew that the temple was a key to understanding the loss of the past city and its population convictions.,171,4.0,1.0,n,book,backtranslated,Male,52.0,batch5,im25,im40,"the light,the big circle,the woman holding a note","the couch,the pictures,the little girl",the woman holding a note,the little girl
de25,The team knew that the temple was a key to understanding the loss of the past city and its population convictions.,152,3.0,1.0,n,book,backtranslated,Female,43.0,batch5,im25,im40,"the light,the big circle,the woman holding a note","the couch,the pictures,the little girl",the woman holding a note,the little girl
de25,The team knew that the temple was a key to understanding the loss of the past city and its population convictions.,156,4.0,2.0,n,book,backtranslated,Male,62.0,batch5,im25,im40,"the light,the big circle,the woman holding a note","the couch,the pictures,the little girl",the woman holding a note,the little girl
de25,The team knew that the temple was a key to understanding the loss of the past city and its population convictions.,163,3.0,1.0,n,book,backtranslated,Female,54.0,batch5,im25,im40,"the light,the big circle,the woman holding a note","the couch,the pictures,the little girl",the woman holding a note,the little girl
de25,The team knew that the temple was a key to understanding the loss of the past city and its population convictions.,174,2.0,3.0,n,book,backtranslated,Female,45.0,batch5,im25,im40,"the light,the big circle,the woman holding a note","the couch,the pictures,the little girl",the woman holding a note,the little girl
de25,The team knew that the temple was a key to understanding the loss of the past city and its population convictions.,165,3.0,2.0,n,book,backtranslated,Female,32.0,batch5,im25,im40,"the light,the big circle,the woman holding a note","the couch,the pictures,the little girl",the woman holding a note,the little girl
de25,The team knew that the temple was a key to understanding the loss of the past city and its population convictions.,153,3.0,2.0,n,book,backtranslated,Male,38.0,batch5,im25,im40,"the light,the big circle,the woman holding a note","the couch,the pictures,the little girl",the woman holding a note,the little girl
de25,The team knew that the temple was a key to understanding the loss of the past city and its population convictions.,166,1.0,2.0,n,book,backtranslated,Male,47.0,batch5,im25,im40,"the light,the big circle,the woman holding a note","the couch,the pictures,the little girl",the woman holding a note,the little girl
de25,The team knew that the temple was a key to understanding the loss of the past city and its population convictions.,151,4.0,1.0,n,book,backtranslated,Male,24.0,batch5,im25,im40,"the light,the big circle,the woman holding a note","the couch,the pictures,the little girl",the woman holding a note,the little girl
de25,The team knew that the temple was a key to understanding the loss of the past city and its population convictions.,168,3.0,2.0,n,book,backtranslated,Male,29.0,batch5,im25,im40,"the light,the big circle,the woman holding a note","the couch,the pictures,the little girl",the woman holding a note,the little girl
de25,The team knew that the temple was a key to understanding the loss of the past city and its population convictions.,175,4.0,4.0,n,book,backtranslated,Male,42.0,batch5,im25,im40,"the light,the big circle,the woman holding a note","the couch,the pictures,the little girl",the woman holding a note,the little girl
de25,The team knew that the temple was a key to understanding the loss of the past city and its population convictions.,173,2.0,4.0,n,book,backtranslated,Male,50.0,batch5,im25,im40,"the light,the big circle,the woman holding a note","the couch,the pictures,the little girl",the woman holding a note,the little girl
de25,The team knew that the temple was a key to understanding the loss of the past city and its population convictions.,167,3.0,2.0,n,book,backtranslated,Female,26.0,batch5,im25,im40,"the light,the big circle,the woman holding a note","the couch,the pictures,the little girl",the woman holding a note,the little girl
de25,The team knew that the temple was a key to understanding the loss of the past city and its population convictions.,164,2.0,3.0,n,book,backtranslated,Female,51.0,batch5,im25,im40,"the light,the big circle,the woman holding a note","the couch,the pictures,the little girl",the woman holding a note,the little girl
de25,The team knew that the temple was a key to understanding the loss of the past city and its population convictions.,169,3.0,2.0,n,book,backtranslated,Female,45.0,batch5,im25,im40,"the light,the big circle,the woman holding a note","the couch,the pictures,the little girl",the woman holding a note,the little girl
de25,The team knew that the temple was a key to understanding the loss of the past city and its population convictions.,184,4.0,4.0,relevant,book,backtranslated,Female,37.0,batch5,im25,im40,"the light,the big circle,the woman holding a note","the couch,the pictures,the little girl",the woman holding a note,the little girl
de25,The team knew that the temple was a key to understanding the loss of the past city and its population convictions.,183,3.0,2.0,relevant,book,backtranslated,Female,32.0,batch5,im25,im40,"the light,the big circle,the woman holding a note","the couch,the pictures,the little girl",the woman holding a note,the little girl
de25,The team knew that the temple was a key to understanding the loss of the past city and its population convictions.,182,4.0,2.0,relevant,book,backtranslated,Male,36.0,batch5,im25,im40,"the light,the big circle,the woman holding a note","the couch,the pictures,the little girl",the woman holding a note,the little girl
de25,The team knew that the temple was a key to understanding the loss of the past city and its population convictions.,181,4.0,1.0,relevant,book,backtranslated,Female,60.0,batch5,im25,im40,"the light,the big circle,the woman holding a note","the couch,the pictures,the little girl",the woman holding a note,the little girl
de25,The team knew that the temple was a key to understanding the loss of the past city and its population convictions.,179,3.0,1.0,relevant,book,backtranslated,Female,70.0,batch5,im25,im40,"the light,the big circle,the woman holding a note","the couch,the pictures,the little girl",the woman holding a note,the little girl
de25,The team knew that the temple was a key to understanding the loss of the past city and its population convictions.,193,4.0,2.0,relevant,book,backtranslated,,,batch5,im25,im40,"the light,the big circle,the woman holding a note","the couch,the pictures,the little girl",the woman holding a note,the little girl
de25,The team knew that the temple was a key to understanding the loss of the past city and its population convictions.,178,3.0,2.0,relevant,book,backtranslated,Male,51.0,batch5,im25,im40,"the light,the big circle,the woman holding a note","the couch,the pictures,the little girl",the woman holding a note,the little girl
de25,The team knew that the temple was a key to understanding the loss of the past city and its population convictions.,185,3.0,2.0,relevant,book,backtranslated,Male,54.0,batch5,im25,im40,"the light,the big circle,the woman holding a note","the couch,the pictures,the little girl",the woman holding a note,the little girl
de25,The team knew that the temple was a key to understanding the loss of the past city and its population convictions.,192,2.0,1.0,relevant,book,backtranslated,Male,55.0,batch5,im25,im40,"the light,the big circle,the woman holding a note","the couch,the pictures,the little girl",the woman holding a note,the little girl
de25,The team knew that the temple was a key to understanding the loss of the past city and its population convictions.,176,2.0,2.0,relevant,book,backtranslated,Male,60.0,batch5,im25,im40,"the light,the big circle,the woman holding a note","the couch,the pictures,the little girl",the woman holding a note,the little girl
de25,The team knew that the temple was a key to understanding the loss of the past city and its population convictions.,180,4.0,1.0,relevant,book,backtranslated,Male,57.0,batch5,im25,im40,"the light,the big circle,the woman holding a note","the couch,the pictures,the little girl",the woman holding a note,the little girl
de25,The team knew that the temple was a key to understanding the loss of the past city and its population convictions.,186,4.0,1.0,relevant,book,backtranslated,Female,43.0,batch5,im25,im40,"the light,the big circle,the woman holding a note","the couch,the pictures,the little girl",the woman holding a note,the little girl
de25,The team knew that the temple was a key to understanding the loss of the past city and its population convictions.,195,4.0,1.0,relevant,book,backtranslated,Male,48.0,batch5,im25,im40,"the light,the big circle,the woman holding a note","the couch,the pictures,the little girl",the woman holding a note,the little girl
de25,The team knew that the temple was a key to understanding the loss of the past city and its population convictions.,188,4.0,1.0,relevant,book,backtranslated,Male,40.0,batch5,im25,im40,"the light,the big circle,the woman holding a note","the couch,the pictures,the little girl",the woman holding a note,the little girl
de25,The team knew that the temple was a key to understanding the loss of the past city and its population convictions.,177,4.0,1.0,relevant,book,backtranslated,Female,32.0,batch5,im25,im40,"the light,the big circle,the woman holding a note","the couch,the pictures,the little girl",the woman holding a note,the little girl
de25,The team knew that the temple was a key to understanding the loss of the past city and its population convictions.,189,4.0,2.0,relevant,book,backtranslated,Female,47.0,batch5,im25,im40,"the light,the big circle,the woman holding a note","the couch,the pictures,the little girl",the woman holding a note,the little girl
de25,The team knew that the temple was a key to understanding the loss of the past city and its population convictions.,194,2.0,3.0,relevant,book,backtranslated,Male,36.0,batch5,im25,im40,"the light,the big circle,the woman holding a note","the couch,the pictures,the little girl",the woman holding a note,the little girl
de25,The team knew that the temple was a key to understanding the loss of the past city and its population convictions.,190,4.0,4.0,relevant,book,backtranslated,Male,48.0,batch5,im25,im40,"the light,the big circle,the woman holding a note","the couch,the pictures,the little girl",the woman holding a note,the little girl
de25,The team knew that the temple was a key to understanding the loss of the past city and its population convictions.,187,4.0,2.0,relevant,book,backtranslated,Male,66.0,batch5,im25,im40,"the light,the big circle,the woman holding a note","the couch,the pictures,the little girl",the woman holding a note,the little girl
de25,The team knew that the temple was a key to understanding the loss of the past city and its population convictions.,191,4.0,1.0,relevant,book,backtranslated,Female,37.0,batch5,im25,im40,"the light,the big circle,the woman holding a note","the couch,the pictures,the little girl",the woman holding a note,the little girl
de26,"In fact, it is possible to travel in their local bicycle shop with a few simple tricks.",202,3.0,3.0,irrelevant,news,backtranslated,Male,32.0,batch5,im26,im41,"the air pump,the bike,the hammer","the fingerprint scanner,the map,the people standing in line",the bike,the fingerprint scanner
de26,"In fact, it is possible to travel in their local bicycle shop with a few simple tricks.",217,2.0,4.0,irrelevant,news,backtranslated,Male,25.0,batch5,im26,im41,"the air pump,the bike,the hammer","the fingerprint scanner,the map,the people standing in line",the bike,the fingerprint scanner
de26,"In fact, it is possible to travel in their local bicycle shop with a few simple tricks.",210,2.0,2.0,irrelevant,news,backtranslated,Male,65.0,batch5,im26,im41,"the air pump,the bike,the hammer","the fingerprint scanner,the map,the people standing in line",the bike,the fingerprint scanner
de26,"In fact, it is possible to travel in their local bicycle shop with a few simple tricks.",199,1.0,4.0,irrelevant,news,backtranslated,Male,24.0,batch5,im26,im41,"the air pump,the bike,the hammer","the fingerprint scanner,the map,the people standing in line",the bike,the fingerprint scanner
de26,"In fact, it is possible to travel in their local bicycle shop with a few simple tricks.",201,3.0,2.0,irrelevant,news,backtranslated,Female,27.0,batch5,im26,im41,"the air pump,the bike,the hammer","the fingerprint scanner,the map,the people standing in line",the bike,the fingerprint scanner
de26,"In fact, it is possible to travel in their local bicycle shop with a few simple tricks.",212,3.0,1.0,irrelevant,news,backtranslated,Female,61.0,batch5,im26,im41,"the air pump,the bike,the hammer","the fingerprint scanner,the map,the people standing in line",the bike,the fingerprint scanner
de26,"In fact, it is possible to travel in their local bicycle shop with a few simple tricks.",215,1.0,3.0,irrelevant,news,backtranslated,Male,29.0,batch5,im26,im41,"the air pump,the bike,the hammer","the fingerprint scanner,the map,the people standing in line",the bike,the fingerprint scanner
de26,"In fact, it is possible to travel in their local bicycle shop with a few simple tricks.",198,3.0,2.0,irrelevant,news,backtranslated,Male,37.0,batch5,im26,im41,"the air pump,the bike,the hammer","the fingerprint scanner,the map,the people standing in line",the bike,the fingerprint scanner
de26,"In fact, it is possible to travel in their local bicycle shop with a few simple tricks.",197,3.0,2.0,irrelevant,news,backtranslated,Male,66.0,batch5,im26,im41,"the air pump,the bike,the hammer","the fingerprint scanner,the map,the people standing in line",the bike,the fingerprint scanner
de26,"In fact, it is possible to travel in their local bicycle shop with a few simple tricks.",213,2.0,3.0,irrelevant,news,backtranslated,Female,56.0,batch5,im26,im41,"the air pump,the bike,the hammer","the fingerprint scanner,the map,the people standing in line",the bike,the fingerprint scanner
de26,"In fact, it is possible to travel in their local bicycle shop with a few simple tricks.",205,4.0,2.0,irrelevant,news,backtranslated,Male,38.0,batch5,im26,im41,"the air pump,the bike,the hammer","the fingerprint scanner,the map,the people standing in line",the bike,the fingerprint scanner
de26,"In fact, it is possible to travel in their local bicycle shop with a few simple tricks.",209,2.0,3.0,irrelevant,news,backtranslated,Female,37.0,batch5,im26,im41,"the air pump,the bike,the hammer","the fingerprint scanner,the map,the people standing in line",the bike,the fingerprint scanner
de26,"In fact, it is possible to travel in their local bicycle shop with a few simple tricks.",196,3.0,1.0,irrelevant,news,backtranslated,Female,31.0,batch5,im26,im41,"the air pump,the bike,the hammer","the fingerprint scanner,the map,the people standing in line",the bike,the fingerprint scanner
de26,"In fact, it is possible to travel in their local bicycle shop with a few simple tricks.",200,3.0,1.0,irrelevant,news,backtranslated,Female,42.0,batch5,im26,im41,"the air pump,the bike,the hammer","the fingerprint scanner,the map,the people standing in line",the bike,the fingerprint scanner
de26,"In fact, it is possible to travel in their local bicycle shop with a few simple tricks.",214,3.0,3.0,irrelevant,news,backtranslated,Female,54.0,batch5,im26,im41,"the air pump,the bike,the hammer","the fingerprint scanner,the map,the people standing in line",the bike,the fingerprint scanner
de26,"In fact, it is possible to travel in their local bicycle shop with a few simple tricks.",216,3.0,3.0,irrelevant,news,backtranslated,Male,43.0,batch5,im26,im41,"the air pump,the bike,the hammer","the fingerprint scanner,the map,the people standing in line",the bike,the fingerprint scanner
de26,"In fact, it is possible to travel in their local bicycle shop with a few simple tricks.",211,2.0,3.0,irrelevant,news,backtranslated,Female,24.0,batch5,im26,im41,"the air pump,the bike,the hammer","the fingerprint scanner,the map,the people standing in line",the bike,the fingerprint scanner
de26,"In fact, it is possible to travel in their local bicycle shop with a few simple tricks.",207,3.0,3.0,irrelevant,news,backtranslated,Female,46.0,batch5,im26,im41,"the air pump,the bike,the hammer","the fingerprint scanner,the map,the people standing in line",the bike,the fingerprint scanner
de26,"In fact, it is possible to travel in their local bicycle shop with a few simple tricks.",203,3.0,2.0,irrelevant,news,backtranslated,Female,31.0,batch5,im26,im41,"the air pump,the bike,the hammer","the fingerprint scanner,the map,the people standing in line",the bike,the fingerprint scanner
de26,"In fact, it is possible to travel in their local bicycle shop with a few simple tricks.",206,2.0,3.0,irrelevant,news,backtranslated,Male,51.0,batch5,im26,im41,"the air pump,the bike,the hammer","the fingerprint scanner,the map,the people standing in line",the bike,the fingerprint scanner
de26,"In fact, it is possible to travel in their local bicycle shop with a few simple tricks.",208,3.0,3.0,irrelevant,news,backtranslated,Male,42.0,batch5,im26,im41,"the air pump,the bike,the hammer","the fingerprint scanner,the map,the people standing in line",the bike,the fingerprint scanner
de26,"In fact, it is possible to travel in their local bicycle shop with a few simple tricks.",204,2.0,3.0,irrelevant,news,backtranslated,Female,62.0,batch5,im26,im41,"the air pump,the bike,the hammer","the fingerprint scanner,the map,the people standing in line",the bike,the fingerprint scanner
de26,"In fact, it is possible to travel in their local bicycle shop with a few simple tricks.",224,2.0,4.0,n,news,backtranslated,,,batch5,im26,im41,"the air pump,the bike,the hammer","the fingerprint scanner,the map,the people standing in line",the bike,the fingerprint scanner
de26,"In fact, it is possible to travel in their local bicycle shop with a few simple tricks.",238,2.0,3.0,n,news,backtranslated,Male,46.0,batch5,im26,im41,"the air pump,the bike,the hammer","the fingerprint scanner,the map,the people standing in line",the bike,the fingerprint scanner
de26,"In fact, it is possible to travel in their local bicycle shop with a few simple tricks.",231,4.0,3.0,n,news,backtranslated,Male,59.0,batch5,im26,im41,"the air pump,the bike,the hammer","the fingerprint scanner,the map,the people standing in line",the bike,the fingerprint scanner
de26,"In fact, it is possible to travel in their local bicycle shop with a few simple tricks.",221,1.0,1.0,n,news,backtranslated,Female,35.0,batch5,im26,im41,"the air pump,the bike,the hammer","the fingerprint scanner,the map,the people standing in line",the bike,the fingerprint scanner
de26,"In fact, it is possible to travel in their local bicycle shop with a few simple tricks.",223,1.0,2.0,n,news,backtranslated,Male,40.0,batch5,im26,im41,"the air pump,the bike,the hammer","the fingerprint scanner,the map,the people standing in line",the bike,the fingerprint scanner
de26,"In fact, it is possible to travel in their local bicycle shop with a few simple tricks.",233,2.0,1.0,n,news,backtranslated,Male,61.0,batch5,im26,im41,"the air pump,the bike,the hammer","the fingerprint scanner,the map,the people standing in line",the bike,the fingerprint scanner
de26,"In fact, it is possible to travel in their local bicycle shop with a few simple tricks.",237,1.0,3.0,n,news,backtranslated,Female,51.0,batch5,im26,im41,"the air pump,the bike,the hammer","the fingerprint scanner,the map,the people standing in line",the bike,the fingerprint scanner
de26,"In fact, it is possible to travel in their local bicycle shop with a few simple tricks.",220,3.0,2.0,n,news,backtranslated,Female,54.0,batch5,im26,im41,"the air pump,the bike,the hammer","the fingerprint scanner,the map,the people standing in line",the bike,the fingerprint scanner
de26,"In fact, it is possible to travel in their local bicycle shop with a few simple tricks.",219,2.0,3.0,n,news,backtranslated,Female,64.0,batch5,im26,im41,"the air pump,the bike,the hammer","the fingerprint scanner,the map,the people standing in line",the bike,the fingerprint scanner
de26,"In fact, it is possible to travel in their local bicycle shop with a few simple tricks.",234,2.0,3.0,n,news,backtranslated,Male,47.0,batch5,im26,im41,"the air pump,the bike,the hammer","the fingerprint scanner,the map,the people standing in line",the bike,the fingerprint scanner
de26,"In fact, it is possible to travel in their local bicycle shop with a few simple tricks.",227,1.0,4.0,n,news,backtranslated,Female,54.0,batch5,im26,im41,"the air pump,the bike,the hammer","the fingerprint scanner,the map,the people standing in line",the bike,the fingerprint scanner
de26,"In fact, it is possible to travel in their local bicycle shop with a few simple tricks.",232,1.0,3.0,n,news,backtranslated,Male,51.0,batch5,im26,im41,"the air pump,the bike,the hammer","the fingerprint scanner,the map,the people standing in line",the bike,the fingerprint scanner
de26,"In fact, it is possible to travel in their local bicycle shop with a few simple tricks.",230,2.0,1.0,n,news,backtranslated,Male,52.0,batch5,im26,im41,"the air pump,the bike,the hammer","the fingerprint scanner,the map,the people standing in line",the bike,the fingerprint scanner
de26,"In fact, it is possible to travel in their local bicycle shop with a few simple tricks.",218,1.0,2.0,n,news,backtranslated,Male,58.0,batch5,im26,im41,"the air pump,the bike,the hammer","the fingerprint scanner,the map,the people standing in line",the bike,the fingerprint scanner
de26,"In fact, it is possible to travel in their local bicycle shop with a few simple tricks.",222,3.0,2.0,n,news,backtranslated,Female,55.0,batch5,im26,im41,"the air pump,the bike,the hammer","the fingerprint scanner,the map,the people standing in line",the bike,the fingerprint scanner
de26,"In fact, it is possible to travel in their local bicycle shop with a few simple tricks.",236,4.0,3.0,n,news,backtranslated,Female,40.0,batch5,im26,im41,"the air pump,the bike,the hammer","the fingerprint scanner,the map,the people standing in line",the bike,the fingerprint scanner
de26,"In fact, it is possible to travel in their local bicycle shop with a few simple tricks.",239,2.0,3.0,n,news,backtranslated,Female,74.0,batch5,im26,im41,"the air pump,the bike,the hammer","the fingerprint scanner,the map,the people standing in line",the bike,the fingerprint scanner
de26,"In fact, it is possible to travel in their local bicycle shop with a few simple tricks.",235,2.0,1.0,n,news,backtranslated,Female,54.0,batch5,im26,im41,"the air pump,the bike,the hammer","the fingerprint scanner,the map,the people standing in line",the bike,the fingerprint scanner
de26,"In fact, it is possible to travel in their local bicycle shop with a few simple tricks.",228,1.0,3.0,n,news,backtranslated,Female,64.0,batch5,im26,im41,"the air pump,the bike,the hammer","the fingerprint scanner,the map,the people standing in line",the bike,the fingerprint scanner
de26,"In fact, it is possible to travel in their local bicycle shop with a few simple tricks.",225,2.0,2.0,n,news,backtranslated,Male,42.0,batch5,im26,im41,"the air pump,the bike,the hammer","the fingerprint scanner,the map,the people standing in line",the bike,the fingerprint scanner
de26,"In fact, it is possible to travel in their local bicycle shop with a few simple tricks.",229,3.0,2.0,n,news,backtranslated,Male,28.0,batch5,im26,im41,"the air pump,the bike,the hammer","the fingerprint scanner,the map,the people standing in line",the bike,the fingerprint scanner
de26,"In fact, it is possible to travel in their local bicycle shop with a few simple tricks.",226,1.0,3.0,n,news,backtranslated,Male,55.0,batch5,im26,im41,"the air pump,the bike,the hammer","the fingerprint scanner,the map,the people standing in line",the bike,the fingerprint scanner
de26,"In fact, it is possible to travel in their local bicycle shop with a few simple tricks.",246,3.0,3.0,relevant,news,backtranslated,Male,35.0,batch5,im26,im41,"the air pump,the bike,the hammer","the fingerprint scanner,the map,the people standing in line",the bike,the fingerprint scanner
de26,"In fact, it is possible to travel in their local bicycle shop with a few simple tricks.",262,2.0,3.0,relevant,news,backtranslated,Female,28.0,batch5,im26,im41,"the air pump,the bike,the hammer","the fingerprint scanner,the map,the people standing in line",the bike,the fingerprint scanner
de26,"In fact, it is possible to travel in their local bicycle shop with a few simple tricks.",254,3.0,2.0,relevant,news,backtranslated,Female,43.0,batch5,im26,im41,"the air pump,the bike,the hammer","the fingerprint scanner,the map,the people standing in line",the bike,the fingerprint scanner
de26,"In fact, it is possible to travel in their local bicycle shop with a few simple tricks.",243,3.0,1.0,relevant,news,backtranslated,Female,37.0,batch5,im26,im41,"the air pump,the bike,the hammer","the fingerprint scanner,the map,the people standing in line",the bike,the fingerprint scanner
de26,"In fact, it is possible to travel in their local bicycle shop with a few simple tricks.",245,2.0,3.0,relevant,news,backtranslated,Male,42.0,batch5,im26,im41,"the air pump,the bike,the hammer","the fingerprint scanner,the map,the people standing in line",the bike,the fingerprint scanner
de26,"In fact, it is possible to travel in their local bicycle shop with a few simple tricks.",257,2.0,1.0,relevant,news,backtranslated,Male,36.0,batch5,im26,im41,"the air pump,the bike,the hammer","the fingerprint scanner,the map,the people standing in line",the bike,the fingerprint scanner
de26,"In fact, it is possible to travel in their local bicycle shop with a few simple tricks.",260,1.0,1.0,relevant,news,backtranslated,Male,40.0,batch5,im26,im41,"the air pump,the bike,the hammer","the fingerprint scanner,the map,the people standing in line",the bike,the fingerprint scanner
de26,"In fact, it is possible to travel in their local bicycle shop with a few simple tricks.",242,3.0,4.0,relevant,news,backtranslated,Male,28.0,batch5,im26,im41,"the air pump,the bike,the hammer","the fingerprint scanner,the map,the people standing in line",the bike,the fingerprint scanner
de26,"In fact, it is possible to travel in their local bicycle shop with a few simple tricks.",241,3.0,2.0,relevant,news,backtranslated,Female,66.0,batch5,im26,im41,"the air pump,the bike,the hammer","the fingerprint scanner,the map,the people standing in line",the bike,the fingerprint scanner
de26,"In fact, it is possible to travel in their local bicycle shop with a few simple tricks.",249,4.0,2.0,relevant,news,backtranslated,Male,50.0,batch5,im26,im41,"the air pump,the bike,the hammer","the fingerprint scanner,the map,the people standing in line",the bike,the fingerprint scanner
de26,"In fact, it is possible to travel in their local bicycle shop with a few simple tricks.",255,4.0,3.0,relevant,news,backtranslated,Male,34.0,batch5,im26,im41,"the air pump,the bike,the hammer","the fingerprint scanner,the map,the people standing in line",the bike,the fingerprint scanner
de26,"In fact, it is possible to travel in their local bicycle shop with a few simple tricks.",253,2.0,2.0,relevant,news,backtranslated,Male,53.0,batch5,im26,im41,"the air pump,the bike,the hammer","the fingerprint scanner,the map,the people standing in line",the bike,the fingerprint scanner
de26,"In fact, it is possible to travel in their local bicycle shop with a few simple tricks.",240,3.0,2.0,relevant,news,backtranslated,Female,63.0,batch5,im26,im41,"the air pump,the bike,the hammer","the fingerprint scanner,the map,the people standing in line",the bike,the fingerprint scanner
de26,"In fact, it is possible to travel in their local bicycle shop with a few simple tricks.",244,3.0,3.0,relevant,news,backtranslated,Male,59.0,batch5,im26,im41,"the air pump,the bike,the hammer","the fingerprint scanner,the map,the people standing in line",the bike,the fingerprint scanner
de26,"In fact, it is possible to travel in their local bicycle shop with a few simple tricks.",259,2.0,3.0,relevant,news,backtranslated,Female,75.0,batch5,im26,im41,"the air pump,the bike,the hammer","the fingerprint scanner,the map,the people standing in line",the bike,the fingerprint scanner
de26,"In fact, it is possible to travel in their local bicycle shop with a few simple tricks.",261,3.0,2.0,relevant,news,backtranslated,Female,57.0,batch5,im26,im41,"the air pump,the bike,the hammer","the fingerprint scanner,the map,the people standing in line",the bike,the fingerprint scanner
de26,"In fact, it is possible to travel in their local bicycle shop with a few simple tricks.",256,1.0,1.0,relevant,news,backtranslated,Male,33.0,batch5,im26,im41,"the air pump,the bike,the hammer","the fingerprint scanner,the map,the people standing in line",the bike,the fingerprint scanner
de26,"In fact, it is possible to travel in their local bicycle shop with a few simple tricks.",263,2.0,2.0,relevant,news,backtranslated,Male,36.0,batch5,im26,im41,"the air pump,the bike,the hammer","the fingerprint scanner,the map,the people standing in line",the bike,the fingerprint scanner
de26,"In fact, it is possible to travel in their local bicycle shop with a few simple tricks.",258,4.0,1.0,relevant,news,backtranslated,Female,26.0,batch5,im26,im41,"the air pump,the bike,the hammer","the fingerprint scanner,the map,the people standing in line",the bike,the fingerprint scanner
de26,"In fact, it is possible to travel in their local bicycle shop with a few simple tricks.",251,3.0,2.0,relevant,news,backtranslated,,,batch5,im26,im41,"the air pump,the bike,the hammer","the fingerprint scanner,the map,the people standing in line",the bike,the fingerprint scanner
de26,"In fact, it is possible to travel in their local bicycle shop with a few simple tricks.",247,2.0,2.0,relevant,news,backtranslated,,,batch5,im26,im41,"the air pump,the bike,the hammer","the fingerprint scanner,the map,the people standing in line",the bike,the fingerprint scanner
de26,"In fact, it is possible to travel in their local bicycle shop with a few simple tricks.",250,2.0,1.0,relevant,news,backtranslated,Female,32.0,batch5,im26,im41,"the air pump,the bike,the hammer","the fingerprint scanner,the map,the people standing in line",the bike,the fingerprint scanner
de26,"In fact, it is possible to travel in their local bicycle shop with a few simple tricks.",252,2.0,3.0,relevant,news,backtranslated,Female,42.0,batch5,im26,im41,"the air pump,the bike,the hammer","the fingerprint scanner,the map,the people standing in line",the bike,the fingerprint scanner
de26,"In fact, it is possible to travel in their local bicycle shop with a few simple tricks.",248,1.0,3.0,relevant,news,backtranslated,Female,57.0,batch5,im26,im41,"the air pump,the bike,the hammer","the fingerprint scanner,the map,the people standing in line",the bike,the fingerprint scanner
de27,"It offers the absolute footwear, their feet in stone word begins at the staircase, if you listen.",204,1.0,4.0,irrelevant,book,backtranslated,Female,62.0,batch5,im27,im42,"""the woman's left foot"",the shoes,the window","the solar panels,the big window,the bigger globe",the woman's left foot,the bigger globe
de27,"It offers the absolute footwear, their feet in stone word begins at the staircase, if you listen.",200,1.0,4.0,irrelevant,book,backtranslated,Female,42.0,batch5,im27,im42,"""the woman's left foot"",the shoes,the window","the solar panels,the big window,the bigger globe",the woman's left foot,the bigger globe
de27,"It offers the absolute footwear, their feet in stone word begins at the staircase, if you listen.",213,1.0,4.0,irrelevant,book,backtranslated,Female,56.0,batch5,im27,im42,"""the woman's left foot"",the shoes,the window","the solar panels,the big window,the bigger globe",the woman's left foot,the bigger globe
de27,"It offers the absolute footwear, their feet in stone word begins at the staircase, if you listen.",198,1.0,4.0,irrelevant,book,backtranslated,Male,37.0,batch5,im27,im42,"""the woman's left foot"",the shoes,the window","the solar panels,the big window,the bigger globe",the woman's left foot,the bigger globe
de27,"It offers the absolute footwear, their feet in stone word begins at the staircase, if you listen.",208,2.0,4.0,irrelevant,book,backtranslated,Male,42.0,batch5,im27,im42,"""the woman's left foot"",the shoes,the window","the solar panels,the big window,the bigger globe",the woman's left foot,the bigger globe
de27,"It offers the absolute footwear, their feet in stone word begins at the staircase, if you listen.",202,1.0,4.0,irrelevant,book,backtranslated,Male,32.0,batch5,im27,im42,"""the woman's left foot"",the shoes,the window","the solar panels,the big window,the bigger globe",the woman's left foot,the bigger globe
de27,"It offers the absolute footwear, their feet in stone word begins at the staircase, if you listen.",209,1.0,4.0,irrelevant,book,backtranslated,Female,37.0,batch5,im27,im42,"""the woman's left foot"",the shoes,the window","the solar panels,the big window,the bigger globe",the woman's left foot,the bigger globe
de27,"It offers the absolute footwear, their feet in stone word begins at the staircase, if you listen.",201,1.0,3.0,irrelevant,book,backtranslated,Female,27.0,batch5,im27,im42,"""the woman's left foot"",the shoes,the window","the solar panels,the big window,the bigger globe",the woman's left foot,the bigger globe
de27,"It offers the absolute footwear, their feet in stone word begins at the staircase, if you listen.",205,1.0,4.0,irrelevant,book,backtranslated,Male,38.0,batch5,im27,im42,"""the woman's left foot"",the shoes,the window","the solar panels,the big window,the bigger globe",the woman's left foot,the bigger globe
de27,"It offers the absolute footwear, their feet in stone word begins at the staircase, if you listen.",211,1.0,4.0,irrelevant,book,backtranslated,Female,24.0,batch5,im27,im42,"""the woman's left foot"",the shoes,the window","the solar panels,the big window,the bigger globe",the woman's left foot,the bigger globe
de27,"It offers the absolute footwear, their feet in stone word begins at the staircase, if you listen.",216,2.0,4.0,irrelevant,book,backtranslated,Male,43.0,batch5,im27,im42,"""the woman's left foot"",the shoes,the window","the solar panels,the big window,the bigger globe",the woman's left foot,the bigger globe
